date,open,close
2023-01-03,128.61399342864948,123.47061920166016
2023-01-04,125.26734659008874,124.74412536621094
2023-01-05,125.50425193872219,123.42123413085938
2023-01-06,124.39861137948095,127.96244049072266
2023-01-09,128.8015871566894,128.4856719970703
2023-01-10,128.59425187274505,129.05824279785156
2023-01-11,129.5715682785917,131.78292846679688
2023-01-12,132.16795510561155,131.70396423339844
2023-01-13,130.34156771915266,133.03665161132812
2023-01-17,133.10579321952497,134.20159912109375
2023-01-18,135.0703691429246,133.48095703125
2023-01-19,132.36542190712012,133.5402069091797
2023-01-20,133.55005775379874,136.10693359375
2023-01-23,136.35374163026458,139.30551147460938
2023-01-24,138.51573942626007,140.7073516845703
2023-01-25,139.0883015683729,140.0458984375
2023-01-26,141.33915831562229,142.1190643310547
2023-01-27,141.3292912944412,144.06385803222656
2023-01-30,143.1062370284682,141.17129516601562
2023-01-31,140.87516062877287,142.44482421875
2023-02-01,142.1289302044529,143.57025146484375
2023-02-02,146.9958815985471,148.89134216308594
2023-02-03,146.13699831650217,152.52426147460938
2023-02-06,150.61897306818702,149.78970336914062
2023-02-07,148.71363285221915,152.67234802246094
2023-02-08,151.91220679965525,149.97726440429688
2023-02-09,151.81346444457745,148.940673828125
2023-02-10,147.77403058031547,149.30653381347656
2023-02-13,149.24719136406156,152.11448669433594
2023-02-14,150.40398304690967,151.4718017578125
2023-02-15,151.38281594677636,153.57777404785156
2023-02-16,151.77831825822219,151.97607421875
2023-02-17,150.63140647639398,150.8291473388672
2023-02-21,148.50563686680903,146.80503845214844
2023-02-22,147.19065212608928,147.23020935058594
2023-02-23,148.39691004897256,147.71469116210938
2023-02-24,145.45050490064946,145.05502319335938
2023-02-27,146.0437659006096,146.2513885498047
2023-02-28,145.39117653628946,145.7471160888672
2023-03-01,145.17366452678502,143.67080688476562
2023-03-02,142.75132894674115,144.26406860351562
2023-03-03,146.3700024688502,149.32627868652344
2023-03-06,152.05515407809082,152.09471130371094
2023-03-07,151.9661946194071,149.889892578125
2023-03-08,151.08621757661572,151.14553833007812
2023-03-09,151.82774843104707,148.89125061035156
2023-03-10,148.5155613274809,146.82484436035156
2023-03-13,146.1426162263365,148.77261352539062
2023-03-14,149.57347804705336,150.8686981201172
2023-03-15,149.48447760738804,151.26417541503906
2023-03-16,150.4435271800346,154.09190368652344
2023-03-17,154.31934477284912,153.25152587890625
2023-03-20,153.3207323821306,155.6244354248047
2023-03-21,155.54533387337614,157.48321533203125
2023-03-22,157.50300984854792,156.04959106445312
2023-03-23,157.03829837049406,157.1371612548828
2023-03-24,157.06795670652497,158.44227600097656
2023-03-27,158.13580009435265,156.49452209472656
2023-03-28,156.1879947191645,155.87159729003906
2023-03-29,157.57223494927314,158.95645141601562
2023-03-30,159.7078188557058,160.52845764160156
2023-03-31,160.60756909681194,163.03981018066406
2023-04-03,162.41692578993744,164.2954864501953
2023-04-04,164.7206403425892,163.76158142089844
2023-04-05,162.88166046757286,161.91270446777344
2023-04-06,160.59766588857192,162.80252075195312
2023-04-10,159.59910521282475,160.2022247314453
2023-04-11,160.5186020856557,158.986083984375
2023-04-12,159.40135205289505,158.2939910888672
2023-04-13,159.8067227797579,163.6923828125
2023-04-14,162.7333124858637,163.34632873535156
2023-04-17,163.2276687659828,163.3660888671875
2023-04-18,164.22629596467013,164.5921173095703
2023-04-19,163.92968580784367,165.73904418945312
2023-04-20,164.2163849134918,164.7700653076172
2023-04-21,163.1881228963748,163.15846252441406
2023-04-24,163.13870186497232,163.46498107910156
2023-04-25,163.32657200300784,161.92259216308594
2023-04-26,161.22060381553294,161.91270446777344
2023-04-27,163.32656095584278,166.51023864746094
2023-04-28,166.58933625125528,167.76589965820312
2023-05-01,167.37042504765017,167.6769256591797
2023-05-02,168.1712661379265,166.6387481689453
2023-05-03,167.58794352434566,165.56106567382812
2023-05-04,163.0299431104764,163.91978454589844
2023-05-05,169.05123536921852,171.61203002929688
2023-05-08,170.53431814830344,171.54281616210938
2023-05-09,171.09788068478838,169.8323211669922
2023-05-10,171.06824047843108,171.60214233398438
2023-05-11,171.88885599180736,171.78997802734375
2023-05-12,171.89890853860956,170.8593292236328
2023-05-15,171.44346424843133,170.36427307128906
2023-05-16,170.28506430037106,170.36427307128906
2023-05-17,170.00783790944186,170.97811889648438
2023-05-18,171.28506154552485,173.3147430419922
2023-05-19,174.6414324508558,173.4236297607422
2023-05-22,172.25532419255816,172.47314453125
2023-05-23,171.4137731194303,169.8593292236328
2023-05-24,169.39397044171028,170.13653564453125
2023-05-25,170.70090944955888,171.27516174316406
2023-05-26,171.60186442454003,173.69093322753906
2023-05-30,175.20579349606086,175.54241943359375
2023-05-31,175.57209816305243,175.49288940429688
2023-06-01,175.9384564736909,178.3047637939453
2023-06-02,179.2354435119536,179.15623474121094
2023-06-05,180.8195882273271,177.79981994628906
2023-06-06,178.18596289670575,177.43350219726562
2023-06-07,176.6711459253292,176.0572967529297
2023-06-08,176.1364534617516,178.77999877929688
2023-06-09,179.70077799078283,179.1661376953125
2023-06-12,179.473070311983,181.96807861328125
2023-06-13,180.98790470199526,181.4928436279297
2023-06-14,181.5522431050323,182.12649536132812
2023-06-15,182.13641040467775,184.16607666015625
2023-06-16,184.87893857146415,183.08688354492188
2023-06-20,182.5819517231594,183.17599487304688
2023-06-21,183.06706733943585,182.1363983154297
2023-06-22,181.91857754734076,185.14625549316406
2023-06-23,183.71064919871634,184.82943725585938
2023-06-26,184.97794384564872,183.43341064453125
2023-06-27,184.04726807160984,186.1957550048828
2023-06-28,186.0670251747448,187.3739471435547
2023-06-29,187.2056628454855,187.71060180664062
2023-06-30,189.7303801784341,192.04718017578125
2023-07-03,191.85907691511048,190.5521697998047
2023-07-05,189.6709759307026,189.433349609375
2023-07-06,187.95811200082892,189.90858459472656
2023-07-07,189.5125387247038,188.78976440429688
2023-07-10,187.38387649073601,186.74032592773438
2023-07-11,187.28485666382537,186.21556091308594
2023-07-12,187.79970514631046,187.88882446289062
2023-07-13,188.61157199087162,188.6511688232422
2023-07-14,188.34425119556795,188.79969787597656
2023-07-17,189.9976776399959,192.0669708251953
2023-07-18,191.43334748632677,191.8095703125
2023-07-19,191.1857808476927,193.16595458984375
2023-07-20,193.15609269125693,191.2155303955078
2023-07-21,192.17589935868594,190.0373077392578
2023-07-24,191.4927249435582,190.83926391601562
2023-07-25,191.4135192381226,191.7006378173828
2023-07-26,191.75012548540775,192.5718994140625
2023-07-27,194.07684234558644,191.30459594726562
2023-07-28,192.74022840055838,193.88873291015625
