date,open,close
2023-01-03,85.45999908447266,85.81999969482422
2023-01-04,86.55000305175781,85.13999938964844
2023-01-05,85.33000183105469,83.12000274658203
2023-01-06,83.02999877929688,86.08000183105469
2023-01-09,87.45999908447266,87.36000061035156
2023-01-10,87.56999969482422,89.87000274658203
2023-01-11,90.93000030517578,95.08999633789062
2023-01-12,96.93000030517578,95.2699966430664
2023-01-13,94.18000030517578,98.12000274658203
2023-01-17,98.68000030517578,96.05000305175781
2023-01-18,97.25,95.45999908447266
2023-01-19,94.73999786376953,93.68000030517578
2023-01-20,93.86000061035156,97.25
2023-01-23,97.55999755859375,97.5199966430664
2023-01-24,96.93000030517578,96.31999969482422
2023-01-25,92.55999755859375,97.18000030517578
2023-01-26,98.23999786376953,99.22000122070312
2023-01-27,99.52999877929688,102.23999786376953
2023-01-30,101.08999633789062,100.55000305175781
2023-01-31,101.16000366210938,103.12999725341797
2023-02-01,102.52999877929688,105.1500015258789
2023-02-02,110.25,112.91000366210938
2023-02-03,105.26000213623047,103.38999938964844
2023-02-06,102.93000030517578,102.18000030517578
2023-02-07,101.16999816894531,102.11000061035156
2023-02-08,102.04000091552734,100.05000305175781
2023-02-09,101.31999969482422,98.23999786376953
2023-02-10,97.55999755859375,97.61000061035156
2023-02-13,97.8499984741211,99.54000091552734
2023-02-14,98.41000366210938,99.69999694824219
2023-02-15,99.08999633789062,101.16000366210938
2023-02-16,99.20999908447266,98.1500015258789
2023-02-17,97.80000305175781,97.19999694824219
2023-02-21,95.33999633789062,94.58000183105469
2023-02-22,95.0999984741211,95.79000091552734
2023-02-23,96.12000274658203,95.81999969482422
2023-02-24,93.52999877929688,93.5
2023-02-27,94.27999877929688,93.76000213623047
2023-02-28,93.13999938964844,94.2300033569336
2023-03-01,93.87000274658203,92.16999816894531
2023-03-02,91.41000366210938,92.12999725341797
2023-03-03,92.73999786376953,94.9000015258789
2023-03-06,95.19000244140625,93.75
2023-03-07,94.05999755859375,93.55000305175781
2023-03-08,93.5999984741211,93.91999816894531
2023-03-09,93.68000030517578,92.25
2023-03-10,92.66999816894531,90.7300033569336
2023-03-13,89.97000122070312,92.43000030517578
2023-03-14,93.83000183105469,94.87999725341797
2023-03-15,93.22000122070312,96.19999694824219
2023-03-16,95.75,100.04000091552734
2023-03-17,99.79000091552734,98.94999694824219
2023-03-20,98.41000366210938,97.70999908447266
2023-03-21,98.13999938964844,100.61000061035156
2023-03-22,100.44999694824219,98.69999694824219
2023-03-23,100.43000030517578,98.70999908447266
2023-03-24,98.06999969482422,98.12999725341797
2023-03-27,99.06999969482422,98.04000091552734
2023-03-28,98.11000061035156,97.23999786376953
2023-03-29,98.69000244140625,100.25
2023-03-30,101.55000305175781,102.0
2023-03-31,102.16000366210938,103.29000091552734
